"","NAME","YEAR","TEAM","TIME","COURSE"
"234","Brenk, Christopher","JR-3","St. Olaf","26:29.2","
Lake Breeze Golf Club
Winneconne, WI 54902
  "
"235","Watanabe, Hiroto","SR-4","Tufts","26:29.2","
Lake Breeze Golf Club
Winneconne, WI 54902
  "
"236","Beaudry, Benjamin","SO-2","RIT","26:30.3","
Lake Breeze Golf Club
Winneconne, WI 54902
  "
"237","Papish, Thomas","SR-4","RIT","26:30.5","
Lake Breeze Golf Club
Winneconne, WI 54902
  "
"238","Buckley, Peter","FR-1","Haverford","26:30.9","
Lake Breeze Golf Club
Winneconne, WI 54902
  "
"239","Derrick, Josh","JR-3","MIT","26:31.8","
Lake Breeze Golf Club
Winneconne, WI 54902
  "
"240","Fusco, Mark","SR-4","Bates","26:32.8","
Lake Breeze Golf Club
Winneconne, WI 54902
  "
"241","Nakasaka, Adam","FR-1","Carleton","26:33.4","
Lake Breeze Golf Club
Winneconne, WI 54902
  "
"242","Thompson, Jacob","JR-3","Otterbein","26:34.7","
Lake Breeze Golf Club
Winneconne, WI 54902
  "
"243","Stevens, Reece","SR-4","Rhodes","26:36.6","
Lake Breeze Golf Club
Winneconne, WI 54902
  "
"244","Lino, Herlandt","SO-2","RIT","26:38.7","
Lake Breeze Golf Club
Winneconne, WI 54902
  "
"245","Bartz, Jace","FR-1","Wis.-Eau Claire","26:39.6","
Lake Breeze Golf Club
Winneconne, WI 54902
  "
"246","Worley, Aaron","SO-2","DePauw","26:41.7","
Lake Breeze Golf Club
Winneconne, WI 54902
  "
"247","Inguanta, Phillip","SR-4","Oneonta","26:42.6","
Lake Breeze Golf Club
Winneconne, WI 54902
  "
"248","Schultz, Spencer","FR-1","Wis.-Stout","26:46.2","
Lake Breeze Golf Club
Winneconne, WI 54902
  "
"249","Johnson, Nico","SR-4","Bates","26:46.5","
Lake Breeze Golf Club
Winneconne, WI 54902
  "
"250","Bond, Landon","JR-3","Berea","26:48.1","
Lake Breeze Golf Club
Winneconne, WI 54902
  "
"251","Doherty Munro, Andrew","SR-4","Tufts","26:48.7","
Lake Breeze Golf Club
Winneconne, WI 54902
  "
"252","Kiley, Collin","JR-3","St. Thomas (Minn.)","26:49.6","
Lake Breeze Golf Club
Winneconne, WI 54902
  "
"253","Ehret, Jamey","SR-4","Otterbein","26:50.6","
Lake Breeze Golf Club
Winneconne, WI 54902
  "
"254","Ellefson, Tyler","JR-3","Wis.-Stout","26:51.9","
Lake Breeze Golf Club
Winneconne, WI 54902
  "
"255","Karrick, Macallister","FR-1","St. Thomas (Minn.)","26:53.2","
Lake Breeze Golf Club
Winneconne, WI 54902
  "
"256","Kloman, Jake","JR-3","RPI","26:55.5","
Lake Breeze Golf Club
Winneconne, WI 54902
  "
"257","Koenning, Tim","JR-3","U. of Chicago","26:56.1","
Lake Breeze Golf Club
Winneconne, WI 54902
  "
"258","Santos, Ben","FR-1","Carleton","26:56.9","
Lake Breeze Golf Club
Winneconne, WI 54902
  "
"259","Buckman, Rory","SR-4","Tufts","26:57.3","
Lake Breeze Golf Club
Winneconne, WI 54902
  "
"260","Sogaard, Kristian","SR-4","Amherst","26:58.0","
Lake Breeze Golf Club
Winneconne, WI 54902
  "
"261","Michelson, Andrew","SR-4","Middlebury","27:05.4","
Lake Breeze Golf Club
Winneconne, WI 54902
  "
"262","Furcich, Justin","SR-4","St. Olaf","27:08.3","
Lake Breeze Golf Club
Winneconne, WI 54902
  "
"263","Watt, David","JR-3","Haverford","27:12.6","
Lake Breeze Golf Club
Winneconne, WI 54902
  "
"264","Freeman, Benjamin","JR-3","Rhodes","27:12.8","
Lake Breeze Golf Club
Winneconne, WI 54902
  "
"265","Ryan, Sean","JR-3","Oneonta","27:19.0","
Lake Breeze Golf Club
Winneconne, WI 54902
  "
"266","Miller, Spencer","SR-4","DePauw","27:24.1","
Lake Breeze Golf Club
Winneconne, WI 54902
  "
"267","Ebent, Adam","FR-1","St. Thomas (Minn.)","27:26.9","
Lake Breeze Golf Club
Winneconne, WI 54902
  "
"268","Chabot, Andrew","JR-3","RIT","27:27.0","
Lake Breeze Golf Club
Winneconne, WI 54902
  "
"269","Briant, Jared","FR-1","Rhodes","27:27.7","
Lake Breeze Golf Club
Winneconne, WI 54902
  "
"270","Klein, Michael","JR-3","Case Western","27:29.3","
Lake Breeze Golf Club
Winneconne, WI 54902
  "
"271","Ripa, John","SR-4","SUNY Geneseo","27:31.9","
Lake Breeze Golf Club
Winneconne, WI 54902
  "
"272","Main, Miles","FR-1","DePauw","27:35.0","
Lake Breeze Golf Club
Winneconne, WI 54902
  "
"273","Wilson, Ryan","FR-1","MIT","27:37.1","
Lake Breeze Golf Club
Winneconne, WI 54902
  "
"274","Andrews, Tim","SO-2","Case Western","28:02.9","
Lake Breeze Golf Club
Winneconne, WI 54902
  "
"275","Koeman, Jamison","SR-4","Calvin","28:04.2","
Lake Breeze Golf Club
Winneconne, WI 54902
  "
"276","Lief, Brian","SR-4","Wooster","28:18.9","
Lake Breeze Golf Club
Winneconne, WI 54902
  "
"277","Flege, Corbin","SR-4","Berea","28:36.7","
Lake Breeze Golf Club
Winneconne, WI 54902
  "
"278","Clevinger, Alex","JR-3","Otterbein","28:43.3","
Lake Breeze Golf Club
Winneconne, WI 54902
  "
"279","Dilley, Trevor","SR-4","Otterbein","29:03.8","
Lake Breeze Golf Club
Winneconne, WI 54902
  "
"280","West, Johnathan","FR-1","Berea","30:01.4","
Lake Breeze Golf Club
Winneconne, WI 54902
  "
"281","Lau, Darin","SR-4","Wis.-Eau Claire","24:03.6","
Principia North Farm Course
Elsah, IL 63132
  "
"282","Borowsky, Jared","FR-1","North Central (Ill.)","24:12.5","
Principia North Farm Course
Elsah, IL 63132
  "
"283","Patel, Dhruvil","JR-3","North Central (Ill.)","24:14.2","
Principia North Farm Course
Elsah, IL 63132
  "
"284","O'Connor, Grant","JR-3","RPI","24:19.4","
Principia North Farm Course
Elsah, IL 63132
  "
"285","Reid, Grayson","SR-4","Christopher Newport","24:20.6","
Principia North Farm Course
Elsah, IL 63132
  "
"286","Garcia-Cassani, Isaac","SR-4","SUNY Geneseo","24:32.3","
Principia North Farm Course
Elsah, IL 63132
  "
"287","Hodkinson, Brad","JR-3","Pacific Lutheran","24:32.3","
Principia North Farm Course
Elsah, IL 63132
  "
"288","Baldonado, Al","JR-3","North Central (Ill.)","24:35.0","
Principia North Farm Course
Elsah, IL 63132
  "
"289","O'gara, David","SR-4","Washington U.","24:36.5","
Principia North Farm Course
Elsah, IL 63132
  "
"290","McVey, Ian","JR-3","Ohio Northern","24:37.0","
Principia North Farm Course
Elsah, IL 63132
  "
"291","Merriman, Sam","SR-4","Case Western","24:37.8","
Principia North Farm Course
Elsah, IL 63132
  "
"292","Patacsil, Dominic","JR-3","Wabash","24:38.7","
Principia North Farm Course
Elsah, IL 63132
  "
"293","Veltre, Kevin","SR-4","Rowan","24:39.7","
Principia North Farm Course
Elsah, IL 63132
  "
"294","LaPointe, John","SR-4","Christopher Newport","24:40.4","
Principia North Farm Course
Elsah, IL 63132
  "
"295","Cook-Gallardo, Donson","JR-3","Carleton","24:40.5","
Principia North Farm Course
Elsah, IL 63132
  "
"296","Philipose, Andrew","SR-4","Calvin","24:40.7","
Principia North Farm Course
Elsah, IL 63132
  "
"297","Norvell, Matthew","JR-3","North Central (Ill.)","24:42.3","
Principia North Farm Course
Elsah, IL 63132
  "
"298","Woods, Henry","SR-4","Haverford","24:42.9","
Principia North Farm Course
Elsah, IL 63132
  "
"299","Maloney, Dennis","JR-3","MIT","24:43.8","
Principia North Farm Course
Elsah, IL 63132
  "
"300","Schraeder, Josh","SO-2","Wis.-La Crosse","24:44.1","
Principia North Farm Course
Elsah, IL 63132
  "
"301","Dover, Jeffrey","SR-4","Christopher Newport","24:44.6","
Principia North Farm Course
Elsah, IL 63132
  "
"302","Mason, Scott","JR-3","Connecticut College","24:47.0","
Principia North Farm Course
Elsah, IL 63132
  "
"303","Hussein, Mohamed","SR-4","Amherst","24:47.5","
Principia North Farm Course
Elsah, IL 63132
  "
"304","Mulligan, Colin","JR-3","Pomona-Pitzer","24:48.1","
Principia North Farm Course
Elsah, IL 63132
  "
"305","Brunnette, Sam","JR-3","Plymouth State","24:48.9","
Principia North Farm Course
Elsah, IL 63132
  "
"306","Fairley, Mark","SR-4","Central College","24:48.9","
Principia North Farm Course
Elsah, IL 63132
  "
"307","McKenzie, Logan","SO-2","Berea","24:49.3","
Principia North Farm Course
Elsah, IL 63132
  "
"308","Stender, Ryan","SR-4","Brandeis","24:49.4","
Principia North Farm Course
Elsah, IL 63132
  "
"309","Schultz, Thomas","JR-3","Wis.-La Crosse","24:49.5","
Principia North Farm Course
Elsah, IL 63132
  "
"310","Lee, Zach","JR-3","Wis.-Platteville","24:52.1","
Principia North Farm Course
Elsah, IL 63132
  "
"311","Kinney, James","SR-4","Pomona-Pitzer","24:53.5","
Principia North Farm Course
Elsah, IL 63132
  "
"312","Aispuro, Ascencion","SR-4","Middlebury","24:54.3","
Principia North Farm Course
Elsah, IL 63132
  "
"313","Ricciardelli, Clark","SO-2","Amherst","24:54.5","
Principia North Farm Course
Elsah, IL 63132
  "
"314","Johnsrud, Peter","JR-3","Washington U.","24:54.9","
Principia North Farm Course
Elsah, IL 63132
  "
"315","Kaczinski, Eli","SR-4","Wartburg","24:55.7","
Principia North Farm Course
Elsah, IL 63132
  "
"316","Sevcik, Timothy","SR-4","Loras","24:56.3","
Principia North Farm Course
Elsah, IL 63132
  "
"317","Christian, Paul","JR-3","DePauw","24:57.3","
Principia North Farm Course
Elsah, IL 63132
  "
"318","Hernandez, Jeremy","SR-4","Ramapo","24:58.0","
Principia North Farm Course
Elsah, IL 63132
  "
"319","Bill, Andrew","SO-2","Albion","24:59.7","
Principia North Farm Course
Elsah, IL 63132
  "
"320","Tope, Mason","SR-4","Loras","25:00.5","
Principia North Farm Course
Elsah, IL 63132
  "
"321","Moyer, Harley","JR-3","Washington and Jefferson","25:00.8","
Principia North Farm Course
Elsah, IL 63132
  "
"322","Witters Hicks, Shane","SR-4","Principia","25:01.7","
Principia North Farm Course
Elsah, IL 63132
  "
"323","Ketola, Keith","SR-4","St. Olaf","25:02.6","
Principia North Farm Course
Elsah, IL 63132
  "
"324","Huffman, Riley","SR-4","Wis.-Eau Claire","25:03.2","
Principia North Farm Course
Elsah, IL 63132
  "
"325","O'Keefe, Dan","SR-4","North Central (Ill.)","25:03.9","
Principia North Farm Course
Elsah, IL 63132
  "
"326","Pinkowski, Sam","FR-1","Wartburg","25:03.9","
Principia North Farm Course
Elsah, IL 63132
  "
"327","Rosenkranz, Josh","JR-3","MIT","25:04.7","
Principia North Farm Course
Elsah, IL 63132
  "
"328","Janusiak, Josh","JR-3","Lawrence","25:04.8","
Principia North Farm Course
Elsah, IL 63132
  "
"329","Ilyushev, Alex","JR-3","Wis.-Stout","25:05.2","
Principia North Farm Course
Elsah, IL 63132
  "
"330","Peet, Graham","JR-3","Haverford","25:05.2","
Principia North Farm Course
Elsah, IL 63132
  "
"331","Harms, Brett","SR-4","Wis.-Whitewater","25:06.6","
Principia North Farm Course
Elsah, IL 63132
  "
"332","Ewers, Ian","SR-4","Wis.-La Crosse","25:07.0","
Principia North Farm Course
Elsah, IL 63132
  "
"333","Saddler, Neil","SR-4","NYU","25:08.4","
Principia North Farm Course
Elsah, IL 63132
  "
"334","Torda, Ben","JR-3","Bowdoin","25:08.8","
Principia North Farm Course
Elsah, IL 63132
  "
"335","Livolsi, Franklin","SO-2","Widener","25:09.1","
Principia North Farm Course
Elsah, IL 63132
  "
"336","Herlihy, Ryan","JR-3","Haverford","25:09.6","
Principia North Farm Course
Elsah, IL 63132
  "
"337","Rynes, Walker","SR-4","Wis.-Platteville","25:09.9","
Principia North Farm Course
Elsah, IL 63132
  "
"338","Weisse, Jonah","SR-4","Wis.-La Crosse","25:10.0","
Principia North Farm Course
Elsah, IL 63132
  "
"339","Svetz, Matt","JR-3","Allegheny","25:11.6","
Principia North Farm Course
Elsah, IL 63132
  "
"340","Bailon, Argeni","SR-4","North Central (Ill.)","25:11.7","
Principia North Farm Course
Elsah, IL 63132
  "
"341","Molinaro, Matt","SR-4","Ohio Northern","25:12.3","
Principia North Farm Course
Elsah, IL 63132
  "
"342","Pulvidente, Connor","SR-4","SUNY Geneseo","25:13.9","
Principia North Farm Course
Elsah, IL 63132
  "
"343","Pourshalchi, Scott","JR-3","Johns Hopkins","25:15.0","
Principia North Farm Course
Elsah, IL 63132
  "
"344","Nugent, Brien","SR-4","Loras","25:16.2","
Principia North Farm Course
Elsah, IL 63132
  "
"345","Hiegel, Robert","JR-3","Bridgewater (Va.)","25:16.4","
Principia North Farm Course
Elsah, IL 63132
  "
"346","Matthiesen, Zach","SR-4","Principia","25:17.2","
Principia North Farm Course
Elsah, IL 63132
  "
"347","Decker, Ben","SR-4","Williams","25:17.8","
Principia North Farm Course
Elsah, IL 63132
  "
"348","Simpson, Liam","SR-4","Williams","25:17.9","
Principia North Farm Course
Elsah, IL 63132
  "
"349","O'Connor, Sean","JR-3","RPI","25:18.2","
Principia North Farm Course
Elsah, IL 63132
  "
"350","Watson, Patrick","SO-2","Stevenson","25:18.8","
Principia North Farm Course
Elsah, IL 63132
  "
"351","Wilkinson, Matthew","FR-1","Carleton","25:18.8","
Principia North Farm Course
Elsah, IL 63132
  "
"352","Leary, Keenan","SR-4","Occidental","25:19.2","
Principia North Farm Course
Elsah, IL 63132
  "
"353","Schott, Benjamin","JR-3","Messiah","25:20.2","
Principia North Farm Course
Elsah, IL 63132
  "
"354","Johnson, Tyler","SO-2","Calvin","25:21.8","
Principia North Farm Course
Elsah, IL 63132
  "
"355","Harris, Blake","SR-4","Manchester","25:21.9","
Principia North Farm Course
Elsah, IL 63132
  "
"356","Mullins, Corey","JR-3","Muhlenberg","25:22.5","
Principia North Farm Course
Elsah, IL 63132
  "
"357","Smith, Grandon","SR-4","Castleton University","25:23.0","
Principia North Farm Course
Elsah, IL 63132
  "
"358","Hughes, John","SR-4","Allegheny","25:23.1","
Principia North Farm Course
Elsah, IL 63132
  "
"359","Tuohy, Matt","JR-3","Ramapo","25:23.9","
Principia North Farm Course
Elsah, IL 63132
  "
"360","Fields, Spencer","JR-3","Rhodes","25:24.1","
Principia North Farm Course
Elsah, IL 63132
  "
"361","Reischling, Andy","JR-3","Pomona-Pitzer","25:24.6","
Principia North Farm Course
Elsah, IL 63132
  "
"362","Brossy, Cosmo","JR-3","Amherst","25:24.7","
Principia North Farm Course
Elsah, IL 63132
  "
"363","Mhatre, Aaditya","JR-3","Carnegie Mellon","25:25.0","
Principia North Farm Course
Elsah, IL 63132
  "
"364","Henry, Dan","JR-3","Rowan","25:25.2","
Principia North Farm Course
Elsah, IL 63132
  "
"365","Huang, Kevin","SR-4","Claremont-Mudd-Scripps","25:25.3","
Principia North Farm Course
Elsah, IL 63132
  "
"366","Hird, Zach","JR-3","North Central (Ill.)","25:25.3","
Principia North Farm Course
Elsah, IL 63132
  "
"367","Akerley, Devin","JR-3","Oneonta","25:26.0","
Principia North Farm Course
Elsah, IL 63132
  "
"368","Sullivan, Shane","SR-4","Emory","25:26.4","
Principia North Farm Course
Elsah, IL 63132
  "
"369","Hickson, Oliver","JR-3","Johns Hopkins","25:26.5","
Principia North Farm Course
Elsah, IL 63132
  "
"370","D'Aquila, Matt","FR-1","Middlebury","25:27.0","
Principia North Farm Course
Elsah, IL 63132
  "
"371","Ryan, Aidan","FR-1","Williams","25:27.5","
Principia North Farm Course
Elsah, IL 63132
  "
"372","Burguete, Polo","SR-4","DePauw","25:27.5","
Principia North Farm Course
Elsah, IL 63132
  "
"373","D'Anieri, Thomas","SO-2","Claremont-Mudd-Scripps","25:27.8","
Principia North Farm Course
Elsah, IL 63132
  "
"374","Degroot-Lutzner, Julian","JR-3","Pomona-Pitzer","25:28.2","
Principia North Farm Course
Elsah, IL 63132
  "
"375","Moore, Jared","JR-3","Carnegie Mellon","25:28.2","
Principia North Farm Course
Elsah, IL 63132
  "
"376","Richards, Nate","SR-4","Principia","25:28.7","
Principia North Farm Course
Elsah, IL 63132
  "
"377","Freyaldenhoven, Toler","SO-2","Rhodes","25:29.5","
Principia North Farm Course
Elsah, IL 63132
  "
"378","Zolondek, Nick","FR-1","Wis.-Stout","25:30.4","
Principia North Farm Course
Elsah, IL 63132
  "
"379","Shirazi, Brandon","JR-3","NYU","25:30.8","
Principia North Farm Course
Elsah, IL 63132
  "
"380","Meikle, Cameron","SO-2","Carleton","25:31.1","
Principia North Farm Course
Elsah, IL 63132
  "
"381","Matteucci, Nick","SO-2","Washington U.","25:31.1","
Principia North Farm Course
Elsah, IL 63132
  "
"382","Read, Daniel","SR-4","Christopher Newport","25:31.6","
Principia North Farm Course
Elsah, IL 63132
  "
"383","Kingstedt, Otto","SO-2","RIT","25:31.7","
Principia North Farm Course
Elsah, IL 63132
  "
"384","Cox, Ryan","SO-2","Williams","25:32.1","
Principia North Farm Course
Elsah, IL 63132
  "
"385","Wheeler, Jordan","SR-4","Nebraska Wesleyan","25:32.2","
Principia North Farm Course
Elsah, IL 63132
  "
"386","Paucek, Brendon","SR-4","Wis.-Eau Claire","25:32.4","
Principia North Farm Course
Elsah, IL 63132
  "
"387","Riggs, Nathan","SR-4","Centre","25:32.6","
Principia North Farm Course
Elsah, IL 63132
  "
"388","Kahovec, Timothy","SR-4","Cal Lutheran","25:33.1","
Principia North Farm Course
Elsah, IL 63132
  "
"389","Lueck, Kyler","SO-2","Wis.-Eau Claire","25:33.1","
Principia North Farm Course
Elsah, IL 63132
  "
"390","Fournier, Eli","SO-2","Whitman","25:33.5","
Principia North Farm Course
Elsah, IL 63132
  "
"391","Ferguson-Dryden, Spencer","SO-2","Amherst","25:33.5","
Principia North Farm Course
Elsah, IL 63132
  "
"392","Meijer, Tucker","JR-3","Amherst","25:34.2","
Principia North Farm Course
Elsah, IL 63132
  "
"393","DeJong, Mark","SR-4","Calvin","25:34.4","
Principia North Farm Course
Elsah, IL 63132
  "
"394","Batt, Zach","JR-3","DePauw","25:34.7","
Principia North Farm Course
Elsah, IL 63132
  "
"395","Andrews, Matt","SR-4","John Carroll","25:35.0","
Principia North Farm Course
Elsah, IL 63132
  "
"396","Simon , Kirby","SR-4","Washington U.","25:35.3","
Principia North Farm Course
Elsah, IL 63132
  "
"397","McCalpin, Sam","SO-2","Haverford","25:35.8","
Principia North Farm Course
Elsah, IL 63132
  "
"398","Hinz, Sam","JR-3","Wis.-La Crosse","25:36.0","
Principia North Farm Course
Elsah, IL 63132
  "
"399","Wicker, Mason","JR-3","Cornell College","25:37.4","
Principia North Farm Course
Elsah, IL 63132
  "
"400","Mueller, Lucas","FR-1","Carleton","25:37.7","
Principia North Farm Course
Elsah, IL 63132
  "
"401","Quaroni, Marco","SO-2","Washington U.","25:38.4","
Principia North Farm Course
Elsah, IL 63132
  "
"402","Feigel, Evan","JR-3","RIT","25:38.5","
Principia North Farm Course
Elsah, IL 63132
  "
"403","McAneny, Sean","SO-2","SUNY Geneseo","25:38.7","
Principia North Farm Course
Elsah, IL 63132
  "
"404","Burks, Alex","SR-4","SUNY Geneseo","25:39.0","
Principia North Farm Course
Elsah, IL 63132
  "
"405","Jorgensen, Matt","SR-4","SUNY Geneseo","25:39.1","
Principia North Farm Course
Elsah, IL 63132
  "
"406","Domanico, Joe","SO-2","RPI","25:39.2","
Principia North Farm Course
Elsah, IL 63132
  "
"407","Borger, Bobby","SR-4","Ohio Northern","25:39.3","
Principia North Farm Course
Elsah, IL 63132
  "
"408","Sandoval, Julian","JR-3","Whittier","25:39.4","
Principia North Farm Course
Elsah, IL 63132
  "
"409","Thornton	, Charles","SR-4","Johns Hopkins","25:39.5","
Principia North Farm Course
Elsah, IL 63132
  "
"410","Colosi, Paul","SO-2","UC Santa Cruz","25:39.8","
Principia North Farm Course
Elsah, IL 63132
  "
"411","Klieber, Nick","FR-1","UC Santa Cruz","25:41.5","
Principia North Farm Course
Elsah, IL 63132
  "
"412","Dodge, Tris","JR-3","Carleton","25:41.8","
Principia North Farm Course
Elsah, IL 63132
  "
"413","Carroll, Jack","JR-3","Loras","25:41.9","
Principia North Farm Course
Elsah, IL 63132
  "
"414","Leroy, MacKenzye","SR-4","Washington and Lee","25:42.3","
Principia North Farm Course
Elsah, IL 63132
  "
"415","Nocco, Nick","SR-4","Rowan","25:42.4","
Principia North Farm Course
Elsah, IL 63132
  "
"416","Patel	, Panth","SR-4","Johns Hopkins","25:42.5","
Principia North Farm Course
Elsah, IL 63132
  "
"417","Shaw, Bennett","JR-3","Emory","25:42.8","
Principia North Farm Course
Elsah, IL 63132
  "
"418","Rylaarsdam, Andrew","SR-4","Calvin","25:43.2","
Principia North Farm Course
Elsah, IL 63132
  "
"419","Treacy, Patrick","JR-3","Wis.-Eau Claire","25:43.3","
Principia North Farm Course
Elsah, IL 63132
  "
"420","Mckenzie, Ian","SR-4","Simpson (Iowa)","25:43.4","
Principia North Farm Course
Elsah, IL 63132
  "
"421","Smith, Alex","SR-4","York (Pa.)","25:43.6","
Principia North Farm Course
Elsah, IL 63132
  "
"422","Haines, David","FR-1","Marywood","25:43.8","
Principia North Farm Course
Elsah, IL 63132
  "
"423","Robbins, Alex","SR-4","Wentworth","25:44.2","
Principia North Farm Course
Elsah, IL 63132
  "
"424","Gibson, Jeff","SO-2","Mary Washington","25:44.5","
Principia North Farm Course
Elsah, IL 63132
  "
"425","Wasko, Quinn","JR-3","TCNJ","25:44.9","
Principia North Farm Course
Elsah, IL 63132
  "
"426","Dell, Grant","SR-4","York (Pa.)","25:44.9","
Principia North Farm Course
Elsah, IL 63132
  "
"427","Henderson, Theo","SO-2","Middlebury","25:45.4","
Principia North Farm Course
Elsah, IL 63132
  "
"428","Adams, Justin","SR-4","Loras","25:45.5","
Principia North Farm Course
Elsah, IL 63132
  "
"429","Nault, Tyler","SO-2","Wis.-La Crosse","25:45.8","
Principia North Farm Course
Elsah, IL 63132
  "
"430","Greenseich, Colin","SR-4","Oswego State","25:45.9","
Principia North Farm Course
Elsah, IL 63132
  "
"431","Appleton, Caleb","SO-2","Wartburg","25:46.0","
Principia North Farm Course
Elsah, IL 63132
  "
"432","Walsh, Liam","SO-2","Carnegie Mellon","25:46.3","
Principia North Farm Course
Elsah, IL 63132
  "
"433","Hawk, Draven","SO-2","UC Santa Cruz","25:46.7","
Principia North Farm Course
Elsah, IL 63132
  "
"434","Knoedler, Alex","SR-4","MIT","25:47.1","
Principia North Farm Course
Elsah, IL 63132
  "
"435","Dick, Nathanael","JR-3","Calvin","25:47.3","
Principia North Farm Course
Elsah, IL 63132
  "
"436","Knowlton, Harrison","JR-3","Middlebury","25:47.5","
Principia North Farm Course
Elsah, IL 63132
  "
"437","Gilson, Aidan","JR-3","MIT","25:47.8","
Principia North Farm Course
Elsah, IL 63132
  "
"438","Anderson, James","SR-4","RPI","25:47.9","
Principia North Farm Course
Elsah, IL 63132
  "
"439","Scarlett, Michael","SR-4","Vassar","25:48.7","
Principia North Farm Course
Elsah, IL 63132
  "
"440","Voehler, Dominic","JR-3","Rhodes","25:48.8","
Principia North Farm Course
Elsah, IL 63132
  "
"441","Gash, Langston","JR-3","Stevenson","25:48.8","
Principia North Farm Course
Elsah, IL 63132
  "
"442","McGaw, Cavanaugh","SO-2","Christopher Newport","25:49.2","
Principia North Farm Course
Elsah, IL 63132
  "
"443","Meijer, Miles","JR-3","Middlebury","25:49.6","
Principia North Farm Course
Elsah, IL 63132
  "
"444","Harter, George","JR-3","Carnegie Mellon","25:49.7","
Principia North Farm Course
Elsah, IL 63132
  "
"445","Montague, Michael","SO-2","Willamette","25:50.1","
Principia North Farm Course
Elsah, IL 63132
  "
"446","Pimentel, Marty","SO-2","Emory","25:50.4","
Principia North Farm Course
Elsah, IL 63132
  "
"447","Ressler, Dan","JR-3","Wis.-Stout","25:50.5","
Principia North Farm Course
Elsah, IL 63132
  "
"448","Dupont, Anthony","JR-3","Wis.-Eau Claire","25:50.7","
Principia North Farm Course
Elsah, IL 63132
  "
"449","Kuhlmann, Sam","JR-3","Wis.-Eau Claire","25:50.9","
Principia North Farm Course
Elsah, IL 63132
  "
"450","Van Grinsven, Joe","JR-3","Wis.-Stout","25:51.4","
Principia North Farm Course
Elsah, IL 63132
  "
"451","Stripp, Carter","JR-3","Pomona-Pitzer","25:51.5","
Principia North Farm Course
Elsah, IL 63132
  "
"452","Morgan, Greg","JR-3","Haverford","25:52.1","
Principia North Farm Course
Elsah, IL 63132
  "
"453","Phillips, Ryan","SR-4","Rhodes","25:52.7","
Principia North Farm Course
Elsah, IL 63132
  "
"454","Baird, Cooper","JR-3","Washington and Lee","25:52.8","
Principia North Farm Course
Elsah, IL 63132
  "
"455","Pisacano, Joe","SO-2","RPI","25:53.6","
Principia North Farm Course
Elsah, IL 63132
  "
"456","Varineau, Justin","FR-1","Calvin","25:53.9","
Principia North Farm Course
Elsah, IL 63132
  "
"457","Levine	, Louis","SR-4","Johns Hopkins","25:54.1","
Principia North Farm Course
Elsah, IL 63132
  "
"458","Michelson, Andrew","JR-3","Middlebury","25:54.5","
Principia North Farm Course
Elsah, IL 63132
  "
"459","Pangallozzi, Jared","FR-1","Johns Hopkins","25:54.7","
Principia North Farm Course
Elsah, IL 63132
  "
"460","MacGibbon, Andy","SR-4","York (Pa.)","25:54.8","
Principia North Farm Course
Elsah, IL 63132
  "
"461","Capone, Dante","JR-3","UC Santa Cruz","25:54.8","
Principia North Farm Course
Elsah, IL 63132
  "
"462","Gannon, Nick","SO-2","Williams","25:55.7","
Principia North Farm Course
Elsah, IL 63132
  "
"463","Rabil, William","SR-4","Christopher Newport","25:55.9","
Principia North Farm Course
Elsah, IL 63132
  "
"464","Martin, Cole","SO-2","DePauw","25:56.3","
Principia North Farm Course
Elsah, IL 63132
  "
"465","Safer, Jordan","SR-4","Carnegie Mellon","25:56.3","
Principia North Farm Course
Elsah, IL 63132
  "
"466","Ellefson, Tyler","SO-2","Wis.-Stout","25:56.6","
Principia North Farm Course
Elsah, IL 63132
  "
"467","Roberts, Casey","JR-3","Wartburg","25:57.9","
Principia North Farm Course
Elsah, IL 63132
  "
"468","Carlson, Keith","JR-3","Willamette","25:58.4","
Principia North Farm Course
Elsah, IL 63132
  "
"469","Brown, Max","SR-4","Emory","25:59.0","
Principia North Farm Course
Elsah, IL 63132
  "
"470","Vasquez, Andy","SO-2","Nebraska Wesleyan","26:00.4","
Principia North Farm Course
Elsah, IL 63132
  "
"471","Sogaard, Kristian","JR-3","Amherst","26:01.0","
Principia North Farm Course
Elsah, IL 63132
  "
"472","Davis, Jacob","FR-1","RPI","26:01.0","
Principia North Farm Course
Elsah, IL 63132
  "
"473","Murch, Samuel","SR-4","Christopher Newport","26:01.2","
Principia North Farm Course
Elsah, IL 63132
  "
"474","Blum, Trevor","SR-4","Wis.-Stout","26:01.6","
Principia North Farm Course
Elsah, IL 63132
  "
"475","Sheehan, Pierce","SR-4","DePauw","26:04.3","
Principia North Farm Course
Elsah, IL 63132
  "
"476","Bates, Brian","SO-2","MIT","26:04.9","
Principia North Farm Course
Elsah, IL 63132
  "
"477","Mooney, John","SR-4","RIT","26:05.0","
Principia North Farm Course
Elsah, IL 63132
  "
"478","Woo, Owen","FR-1","Pomona-Pitzer","26:05.4","
Principia North Farm Course
Elsah, IL 63132
  "
"479","Morris, Mitchell","JR-3","Williams","26:06.1","
Principia North Farm Course
Elsah, IL 63132
  "
"480","Vucovich, Nicholas","SR-4","Pomona-Pitzer","26:06.2","
Principia North Farm Course
Elsah, IL 63132
  "
"481","Rosenkranz, Ben","SR-4","Washington U.","26:07.3","
Principia North Farm Course
Elsah, IL 63132
  "
